               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.033872,            0.050196,           0.0031607,             0.75773,             0.39392,             0.43212,             0.26183,            0.037229,              0.0616,           0.0088956,            0.005116,            0.005116,            0.005116
                 150,            0.033769,            0.050371,            0.003214,             0.75126,             0.39251,             0.43054,              0.2616,            0.037226,            0.061636,           0.0089084,            0.005083,            0.005083,            0.005083
                 151,            0.033661,            0.050463,           0.0030874,             0.75313,             0.39449,             0.43049,             0.26162,            0.037228,            0.061662,           0.0089105,             0.00505,             0.00505,             0.00505
                 152,            0.033717,            0.050866,           0.0031127,             0.75823,             0.38771,             0.42896,              0.2615,            0.037233,            0.061684,           0.0089063,            0.005017,            0.005017,            0.005017
                 153,            0.033657,            0.050214,           0.0031744,             0.75471,             0.39407,             0.42997,             0.26199,            0.037241,             0.06171,           0.0089094,            0.004984,            0.004984,            0.004984
                 154,            0.033537,            0.049815,           0.0030718,             0.75807,             0.38977,             0.42908,             0.26084,            0.037249,            0.061744,           0.0089177,            0.004951,            0.004951,            0.004951
                 155,            0.033518,            0.049866,           0.0031006,             0.74402,             0.39163,             0.42922,             0.26073,            0.037257,            0.061777,           0.0089305,            0.004918,            0.004918,            0.004918
                 156,            0.033544,            0.050809,           0.0030855,              0.7423,             0.39261,             0.42838,             0.26071,            0.037263,            0.061817,           0.0089414,            0.004885,            0.004885,            0.004885
                 157,            0.033413,            0.049593,             0.00307,             0.74876,             0.39095,             0.43041,             0.26097,            0.037269,            0.061844,           0.0089601,            0.004852,            0.004852,            0.004852
                 158,            0.033321,            0.049799,           0.0030358,             0.73936,             0.39338,             0.42834,             0.26086,            0.037275,            0.061882,           0.0089689,            0.004819,            0.004819,            0.004819
                 159,            0.033282,            0.049812,           0.0030571,             0.74447,             0.39311,             0.42984,             0.26129,            0.037281,            0.061911,           0.0089752,            0.004786,            0.004786,            0.004786
                 160,            0.033304,            0.049916,           0.0030359,             0.74861,             0.39024,             0.42946,             0.26081,            0.037278,             0.06191,           0.0089773,            0.004753,            0.004753,            0.004753
                 161,             0.03335,            0.050037,           0.0030449,             0.74475,             0.39159,             0.42932,             0.26057,            0.037275,            0.061918,           0.0089888,             0.00472,             0.00472,             0.00472
                 162,            0.033253,            0.050018,           0.0029733,             0.74571,             0.39348,              0.4277,             0.26084,            0.037278,            0.061947,            0.008998,            0.004687,            0.004687,            0.004687
                 163,            0.033222,            0.049988,            0.002963,             0.76313,             0.38783,             0.42869,             0.26052,             0.03728,            0.061985,           0.0090099,            0.004654,            0.004654,            0.004654
                 164,            0.033282,            0.050379,           0.0029393,             0.76367,              0.3876,             0.42851,             0.26077,            0.037284,            0.062015,           0.0090268,            0.004621,            0.004621,            0.004621
                 165,            0.033143,            0.049584,           0.0029648,             0.73608,             0.39339,             0.42702,             0.26046,            0.037284,            0.062033,           0.0090425,            0.004588,            0.004588,            0.004588
                 166,             0.03303,            0.048164,           0.0028827,             0.72628,             0.39773,             0.42658,             0.26069,            0.037283,            0.062041,           0.0090446,            0.004555,            0.004555,            0.004555
                 167,            0.033043,            0.049514,           0.0028596,             0.72522,             0.39642,              0.4268,             0.26073,            0.037285,            0.062066,           0.0090513,            0.004522,            0.004522,            0.004522
                 168,            0.032971,            0.049307,           0.0028452,             0.73383,             0.39391,             0.42694,             0.26081,            0.037289,              0.0621,            0.009058,            0.004489,            0.004489,            0.004489
                 169,            0.032976,            0.049435,            0.002869,             0.74467,             0.38814,             0.42728,              0.2604,            0.037291,            0.062115,            0.009068,            0.004456,            0.004456,            0.004456
                 170,            0.032935,            0.049314,           0.0028839,             0.74351,             0.38762,             0.42814,             0.25991,            0.037298,             0.06213,           0.0090662,            0.004423,            0.004423,            0.004423
                 171,            0.033068,             0.04941,           0.0028393,             0.74969,             0.38803,             0.42837,              0.2605,            0.037299,            0.062146,           0.0090721,             0.00439,             0.00439,             0.00439
                 172,            0.032799,            0.048749,           0.0028264,             0.76472,             0.38439,             0.42792,             0.26041,            0.037302,            0.062158,            0.009075,            0.004357,            0.004357,            0.004357
                 173,             0.03291,            0.049093,           0.0028009,             0.76042,               0.389,             0.42981,              0.2604,            0.037303,            0.062183,           0.0090859,            0.004324,            0.004324,            0.004324
                 174,              0.0328,            0.049005,           0.0028042,              0.7506,             0.38862,             0.42923,             0.25993,            0.037303,            0.062199,           0.0090855,            0.004291,            0.004291,            0.004291
                 175,            0.033005,            0.049656,           0.0028405,             0.75216,              0.3866,             0.42719,             0.25953,            0.037305,            0.062216,           0.0090896,            0.004258,            0.004258,            0.004258
                 176,            0.032643,            0.048672,            0.002758,             0.75224,             0.38781,             0.42689,             0.25937,            0.037304,            0.062229,           0.0090939,            0.004225,            0.004225,            0.004225
                 177,            0.032767,            0.048622,           0.0028549,             0.75402,             0.39058,             0.42734,             0.25955,            0.037304,            0.062258,           0.0090991,            0.004192,            0.004192,            0.004192
                 178,            0.032713,            0.048605,            0.002819,             0.75124,             0.38936,             0.42635,             0.25943,            0.037304,            0.062275,           0.0091056,            0.004159,            0.004159,            0.004159
                 179,            0.032829,            0.048579,            0.002802,              0.7605,             0.38959,             0.42659,             0.25903,            0.037303,            0.062293,           0.0091077,            0.004126,            0.004126,            0.004126
                 180,            0.032724,            0.048813,           0.0027645,             0.76426,             0.38838,              0.4259,             0.25867,            0.037304,            0.062312,           0.0091129,            0.004093,            0.004093,            0.004093
                 181,            0.032668,            0.048498,           0.0028229,             0.76494,              0.3895,             0.42753,             0.25923,            0.037306,            0.062329,           0.0091159,             0.00406,             0.00406,             0.00406
                 182,            0.032482,            0.048411,           0.0026577,             0.76199,             0.39055,             0.42636,             0.25956,            0.037309,            0.062345,           0.0091243,            0.004027,            0.004027,            0.004027
                 183,            0.032662,            0.048603,           0.0027311,             0.76212,             0.38939,             0.42652,             0.25952,            0.037309,            0.062363,           0.0091323,            0.003994,            0.003994,            0.003994
                 184,            0.032399,            0.048592,           0.0027248,             0.75143,             0.39242,             0.42606,             0.25979,            0.037309,            0.062375,           0.0091437,            0.003961,            0.003961,            0.003961
                 185,             0.03251,            0.048781,           0.0026891,             0.74721,             0.39168,             0.42608,              0.2595,            0.037308,             0.06238,           0.0091488,            0.003928,            0.003928,            0.003928
                 186,            0.032497,            0.048865,           0.0027564,             0.75589,             0.38946,             0.42603,             0.25938,            0.037306,            0.062398,           0.0091555,            0.003895,            0.003895,            0.003895
                 187,            0.032301,            0.047883,           0.0026811,             0.75124,             0.39141,             0.42581,             0.25928,            0.037302,            0.062404,           0.0091642,            0.003862,            0.003862,            0.003862
                 188,             0.03229,            0.048652,           0.0027335,              0.7621,             0.38795,             0.42622,             0.26015,            0.037299,            0.062424,           0.0091671,            0.003829,            0.003829,            0.003829
                 189,            0.032376,            0.048607,           0.0026664,             0.76238,             0.38794,              0.4261,             0.26001,            0.037299,            0.062439,           0.0091727,            0.003796,            0.003796,            0.003796
                 190,            0.032371,            0.048394,           0.0026577,             0.74799,             0.39088,             0.42617,             0.25997,              0.0373,            0.062465,           0.0091774,            0.003763,            0.003763,            0.003763
                 191,            0.032153,            0.048486,            0.002657,             0.74559,             0.39239,             0.42637,             0.26019,            0.037299,            0.062483,           0.0091796,             0.00373,             0.00373,             0.00373
                 192,            0.032041,            0.046861,           0.0025347,             0.76276,             0.38949,             0.42749,             0.26076,              0.0373,              0.0625,           0.0091839,            0.003697,            0.003697,            0.003697
                 193,            0.032146,            0.047765,           0.0025814,             0.76098,             0.38989,             0.42739,             0.25992,            0.037302,            0.062518,           0.0091906,            0.003664,            0.003664,            0.003664
                 194,            0.032194,            0.048136,           0.0026282,             0.76112,             0.38949,             0.42587,             0.25978,            0.037305,            0.062529,           0.0091952,            0.003631,            0.003631,            0.003631
                 195,            0.032014,            0.047892,           0.0025729,             0.75994,             0.38988,             0.42558,             0.25905,            0.037307,            0.062551,           0.0091965,            0.003598,            0.003598,            0.003598
                 196,            0.032084,            0.048013,           0.0025463,              0.7585,             0.38917,             0.42566,             0.25928,            0.037309,            0.062577,           0.0092015,            0.003565,            0.003565,            0.003565
                 197,            0.032078,            0.047743,           0.0025581,             0.75243,             0.39022,             0.42391,             0.25894,            0.037311,            0.062589,            0.009204,            0.003532,            0.003532,            0.003532
                 198,            0.032173,            0.048395,           0.0025202,             0.74944,             0.39116,             0.42371,             0.25887,            0.037312,            0.062618,           0.0092114,            0.003499,            0.003499,            0.003499
                 199,            0.031881,            0.047728,           0.0025387,             0.74834,              0.3925,             0.42411,             0.25929,            0.037314,            0.062632,           0.0092142,            0.003466,            0.003466,            0.003466
                 200,            0.031925,            0.047731,           0.0025292,             0.75855,             0.38975,             0.42369,             0.25896,            0.037315,            0.062651,           0.0092186,            0.003433,            0.003433,            0.003433
                 201,            0.031843,            0.047407,           0.0025279,             0.76099,               0.389,             0.42348,             0.25855,            0.037317,            0.062678,           0.0092223,              0.0034,              0.0034,              0.0034
                 202,             0.03193,            0.047299,           0.0024753,             0.76407,             0.38604,             0.42174,             0.25838,            0.037318,            0.062687,            0.009228,            0.003367,            0.003367,            0.003367
                 203,            0.031832,            0.047289,           0.0025447,             0.76382,             0.38652,             0.42181,             0.25845,            0.037319,            0.062706,           0.0092279,            0.003334,            0.003334,            0.003334
                 204,            0.031828,            0.048046,           0.0025369,             0.76465,             0.38744,             0.42183,             0.25878,            0.037321,            0.062724,           0.0092322,            0.003301,            0.003301,            0.003301
                 205,            0.031758,            0.047639,           0.0024629,             0.76229,             0.38602,             0.42164,             0.25901,            0.037323,             0.06274,           0.0092389,            0.003268,            0.003268,            0.003268
                 206,            0.031617,            0.047125,           0.0024921,             0.76382,             0.38745,             0.42163,             0.25914,            0.037326,            0.062756,           0.0092449,            0.003235,            0.003235,            0.003235
                 207,            0.031578,            0.046829,           0.0024741,             0.76366,              0.3866,             0.42145,             0.25921,            0.037327,             0.06278,           0.0092499,            0.003202,            0.003202,            0.003202
                 208,            0.031588,            0.046598,           0.0024251,             0.76223,             0.38648,              0.4215,              0.2592,            0.037329,             0.06279,           0.0092563,            0.003169,            0.003169,            0.003169
                 209,            0.031614,            0.047218,           0.0023925,             0.76046,             0.38716,              0.4217,             0.25914,             0.03733,             0.06281,           0.0092613,            0.003136,            0.003136,            0.003136
                 210,            0.031473,            0.046871,           0.0024777,             0.76621,             0.38754,              0.4234,             0.25891,            0.037331,            0.062822,           0.0092654,            0.003103,            0.003103,            0.003103
                 211,            0.031479,            0.046743,            0.002429,             0.76539,             0.38748,             0.42357,             0.25868,            0.037333,            0.062845,           0.0092687,             0.00307,             0.00307,             0.00307
                 212,            0.031372,            0.046422,           0.0024806,             0.76539,             0.38854,             0.42362,             0.25859,            0.037334,            0.062866,           0.0092703,            0.003037,            0.003037,            0.003037
                 213,            0.031573,            0.046669,           0.0024549,             0.76737,              0.3857,             0.42319,             0.25842,            0.037337,            0.062889,            0.009273,            0.003004,            0.003004,            0.003004
                 214,            0.031459,            0.047001,           0.0024238,             0.76938,             0.38776,             0.42299,             0.25815,            0.037339,            0.062905,           0.0092763,            0.002971,            0.002971,            0.002971
                 215,            0.031355,            0.046684,           0.0024094,             0.76372,             0.38877,             0.42304,             0.25781,            0.037341,            0.062921,           0.0092774,            0.002938,            0.002938,            0.002938
                 216,            0.031447,             0.04664,           0.0024821,             0.76142,             0.38849,             0.42255,             0.25783,            0.037343,            0.062929,           0.0092794,            0.002905,            0.002905,            0.002905
                 217,            0.031328,            0.046379,           0.0023866,             0.76016,             0.38882,             0.42283,             0.25783,            0.037346,            0.062947,           0.0092797,            0.002872,            0.002872,            0.002872
                 218,            0.031131,            0.046497,           0.0023238,             0.63649,             0.38898,             0.42284,             0.25786,            0.037348,            0.062968,            0.009283,            0.002839,            0.002839,            0.002839
                 219,            0.031171,            0.046547,           0.0023387,             0.63474,             0.38818,             0.42168,             0.25781,            0.037349,             0.06298,           0.0092882,            0.002806,            0.002806,            0.002806
                 220,            0.031127,            0.046095,           0.0023061,              0.6352,             0.38782,             0.42156,             0.25834,             0.03735,            0.062988,           0.0092918,            0.002773,            0.002773,            0.002773
                 221,            0.031188,            0.046479,           0.0023201,             0.63485,             0.38752,             0.42162,             0.25836,            0.037351,            0.062994,           0.0092957,             0.00274,             0.00274,             0.00274
                 222,            0.031075,            0.046614,           0.0022858,             0.63583,             0.38832,             0.42318,              0.2584,            0.037352,            0.063013,           0.0092974,            0.002707,            0.002707,            0.002707
                 223,            0.031051,            0.046349,            0.002252,             0.64293,             0.38665,             0.42285,             0.25862,            0.037354,            0.063036,           0.0093025,            0.002674,            0.002674,            0.002674
                 224,            0.031092,             0.04632,           0.0023355,               0.639,             0.38841,             0.42269,             0.25817,            0.037355,            0.063052,           0.0093075,            0.002641,            0.002641,            0.002641
                 225,            0.031111,            0.046164,           0.0023313,             0.63856,             0.38739,             0.42268,             0.25832,            0.037356,            0.063072,           0.0093136,            0.002608,            0.002608,            0.002608
                 226,            0.031001,            0.045669,           0.0023051,             0.64034,             0.38655,             0.42267,             0.25837,            0.037358,            0.063088,           0.0093204,            0.002575,            0.002575,            0.002575
                 227,            0.030854,            0.046141,           0.0022915,              0.6398,             0.38671,             0.42256,             0.25807,             0.03736,            0.063108,           0.0093242,            0.002542,            0.002542,            0.002542
                 228,            0.030823,            0.045328,           0.0022358,             0.64017,             0.38623,             0.42242,             0.25808,            0.037362,            0.063133,           0.0093288,            0.002509,            0.002509,            0.002509
                 229,            0.030891,             0.04587,           0.0022263,             0.63935,             0.38619,             0.42196,             0.25802,            0.037363,            0.063146,            0.009335,            0.002476,            0.002476,            0.002476
                 230,            0.030836,            0.045724,           0.0022866,             0.63856,             0.38624,             0.42189,             0.25802,            0.037364,            0.063169,           0.0093382,            0.002443,            0.002443,            0.002443
                 231,            0.030769,            0.045264,           0.0021958,             0.63578,             0.38686,             0.42179,             0.25843,            0.037365,            0.063187,           0.0093427,             0.00241,             0.00241,             0.00241
                 232,            0.030722,            0.045136,           0.0022016,             0.63806,             0.38635,             0.42169,              0.2585,            0.037367,            0.063202,           0.0093477,            0.002377,            0.002377,            0.002377
                 233,            0.030702,            0.045611,           0.0021471,             0.63833,             0.38641,             0.42169,             0.25829,            0.037368,            0.063213,            0.009354,            0.002344,            0.002344,            0.002344
                 234,              0.0305,            0.044936,           0.0021685,             0.63861,             0.38639,             0.42131,             0.25843,            0.037368,            0.063222,            0.009359,            0.002311,            0.002311,            0.002311
                 235,            0.030628,            0.045418,           0.0022548,               0.639,             0.38629,             0.42142,             0.25837,            0.037369,            0.063242,           0.0093629,            0.002278,            0.002278,            0.002278
                 236,            0.030594,            0.045286,           0.0022038,             0.63732,              0.3865,               0.421,             0.25813,            0.037371,            0.063265,           0.0093686,            0.002245,            0.002245,            0.002245
                 237,            0.030392,            0.044775,            0.002176,             0.63577,             0.38723,             0.42126,             0.25808,            0.037373,            0.063285,           0.0093737,            0.002212,            0.002212,            0.002212
                 238,            0.030593,            0.045507,           0.0021727,              0.6363,             0.38634,             0.42091,             0.25781,            0.037375,            0.063305,           0.0093785,            0.002179,            0.002179,            0.002179
                 239,            0.030435,            0.045204,           0.0021223,             0.63559,             0.38659,             0.42108,             0.25796,            0.037378,            0.063325,           0.0093835,            0.002146,            0.002146,            0.002146
                 240,            0.030486,            0.045083,           0.0021827,             0.63833,             0.38601,             0.42097,              0.2579,            0.037381,            0.063337,           0.0093889,            0.002113,            0.002113,            0.002113
                 241,            0.030422,            0.045445,           0.0021612,             0.63769,             0.38638,             0.42093,             0.25782,            0.037383,            0.063357,           0.0093952,             0.00208,             0.00208,             0.00208
                 242,            0.030348,            0.045342,           0.0021861,             0.63775,             0.38453,             0.42091,             0.25765,            0.037385,            0.063373,           0.0094001,            0.002047,            0.002047,            0.002047
                 243,            0.030325,            0.044837,           0.0021021,             0.63868,             0.38422,             0.42078,             0.25756,            0.037388,            0.063389,           0.0094043,            0.002014,            0.002014,            0.002014
                 244,            0.030322,            0.045705,           0.0021184,             0.63786,             0.38424,             0.42062,             0.25709,            0.037391,            0.063412,           0.0094117,            0.001981,            0.001981,            0.001981
                 245,            0.030192,            0.045007,           0.0021358,             0.63615,             0.38453,              0.4205,             0.25722,            0.037394,            0.063429,           0.0094192,            0.001948,            0.001948,            0.001948
                 246,             0.03031,            0.045183,           0.0021739,             0.63475,             0.38453,             0.42033,             0.25727,            0.037396,            0.063442,           0.0094255,            0.001915,            0.001915,            0.001915
                 247,            0.030221,            0.045185,            0.002056,             0.63487,             0.38447,             0.42029,             0.25719,            0.037399,             0.06346,           0.0094328,            0.001882,            0.001882,            0.001882
                 248,            0.030139,            0.044067,           0.0020615,             0.63002,             0.38483,             0.42001,             0.25714,            0.037402,            0.063476,           0.0094387,            0.001849,            0.001849,            0.001849
                 249,            0.030096,            0.044661,           0.0021025,              0.6367,             0.38532,             0.42139,             0.25709,            0.037406,            0.063496,           0.0094436,            0.001816,            0.001816,            0.001816
