               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  16,            0.047311,            0.044704,            0.010623,             0.70501,             0.33198,             0.35979,             0.21511,            0.046469,            0.063107,           0.0078725,            0.009505,            0.009505,            0.009505
                  17,            0.047105,            0.044611,            0.010423,             0.49545,             0.32407,             0.35477,             0.21127,            0.046322,            0.062816,           0.0080238,            0.009472,            0.009472,            0.009472
                  18,            0.046691,             0.04423,            0.010149,             0.63885,             0.31837,              0.3727,             0.22368,            0.046384,            0.062804,           0.0078145,            0.009439,            0.009439,            0.009439
                  19,            0.046616,            0.044114,             0.01002,             0.47595,              0.3436,             0.36986,              0.2247,            0.046277,            0.062808,           0.0078763,            0.009406,            0.009406,            0.009406
                  20,            0.046394,             0.04398,           0.0097321,             0.54327,             0.31984,             0.37805,             0.22748,            0.045994,            0.062713,           0.0078012,            0.009373,            0.009373,            0.009373
                  21,            0.046208,            0.043783,           0.0095808,             0.54713,             0.32788,              0.3805,             0.22851,            0.045885,            0.062302,           0.0077104,             0.00934,             0.00934,             0.00934
                  22,            0.046148,            0.043681,           0.0093796,             0.61365,             0.34428,             0.38772,             0.23196,             0.04601,            0.062719,           0.0077294,            0.009307,            0.009307,            0.009307
                  23,             0.04582,            0.043452,           0.0091417,              0.5297,             0.34027,             0.37629,             0.22723,            0.046044,            0.062809,           0.0078014,            0.009274,            0.009274,            0.009274
                  24,            0.045788,            0.043251,           0.0089867,             0.48801,             0.35802,             0.37687,             0.23035,            0.045612,            0.062187,            0.007746,            0.009241,            0.009241,            0.009241
                  25,            0.045535,             0.04308,           0.0088671,             0.54222,              0.3329,             0.37565,             0.23083,            0.045431,             0.06205,            0.007635,            0.009208,            0.009208,            0.009208
                  26,            0.045467,            0.043101,           0.0086545,             0.60989,             0.34262,             0.37256,             0.22672,            0.045729,            0.062602,           0.0076807,            0.009175,            0.009175,            0.009175
                  27,            0.045266,            0.042849,           0.0085887,             0.66646,             0.33513,             0.38383,             0.23861,            0.045591,            0.062285,           0.0077953,            0.009142,            0.009142,            0.009142
                  28,            0.045122,            0.042791,           0.0084384,             0.65418,             0.34029,             0.38235,             0.23553,            0.045414,            0.062107,           0.0077427,            0.009109,            0.009109,            0.009109
                  29,            0.045045,            0.042665,           0.0082579,             0.64702,             0.33683,             0.38417,              0.2335,            0.045301,            0.062037,            0.007833,            0.009076,            0.009076,            0.009076
                  30,            0.044938,            0.042558,           0.0083055,             0.53051,             0.34511,             0.38077,             0.23492,            0.045087,            0.061813,           0.0078598,            0.009043,            0.009043,            0.009043
                  31,            0.044794,             0.04238,           0.0081514,             0.67408,             0.32474,              0.3781,             0.23466,            0.045137,            0.061762,           0.0078918,             0.00901,             0.00901,             0.00901
                  32,            0.044643,            0.042246,           0.0079673,             0.56268,              0.3495,              0.3877,             0.23916,            0.045221,            0.062068,           0.0077277,            0.008977,            0.008977,            0.008977
                  33,            0.044578,            0.042094,           0.0078712,             0.54222,             0.35768,             0.38493,             0.23917,            0.045129,            0.061931,           0.0077533,            0.008944,            0.008944,            0.008944
                  34,            0.044411,            0.041941,           0.0077312,              0.6197,             0.33947,             0.38169,             0.23837,            0.045155,            0.061927,           0.0077827,            0.008911,            0.008911,            0.008911
                  35,            0.044274,            0.041733,           0.0076929,             0.64787,             0.33649,             0.38315,             0.23449,            0.045094,            0.061906,           0.0078722,            0.008878,            0.008878,            0.008878
                  36,            0.044234,             0.04186,            0.007526,             0.53494,             0.34855,             0.37653,             0.23387,            0.045017,            0.061983,           0.0079019,            0.008845,            0.008845,            0.008845
                  37,            0.044066,            0.041715,           0.0074377,             0.54077,             0.34042,              0.3772,             0.23493,            0.044997,            0.061917,           0.0078928,            0.008812,            0.008812,            0.008812
                  38,            0.044097,            0.041634,           0.0074144,             0.65462,             0.32721,             0.37259,             0.23141,            0.045001,            0.061969,           0.0078864,            0.008779,            0.008779,            0.008779
                  39,             0.04388,            0.041544,           0.0072714,             0.60618,             0.35051,             0.37626,             0.23136,            0.044852,            0.061696,            0.007896,            0.008746,            0.008746,            0.008746
                  40,            0.043763,            0.041404,           0.0072469,             0.61797,             0.34833,             0.37857,             0.23448,             0.04482,            0.061684,           0.0078608,            0.008713,            0.008713,            0.008713
                  41,            0.043719,            0.041113,           0.0071283,             0.65623,              0.3244,             0.37836,             0.23599,            0.044788,             0.06171,           0.0079247,             0.00868,             0.00868,             0.00868
                  42,            0.043696,            0.041058,           0.0071809,             0.63074,             0.33438,             0.37779,             0.23368,            0.044753,            0.061587,           0.0079213,            0.008647,            0.008647,            0.008647
                  43,            0.043532,            0.040998,             0.00695,             0.64887,             0.33733,             0.38434,             0.23663,             0.04476,            0.061687,           0.0079067,            0.008614,            0.008614,            0.008614
                  44,            0.043472,             0.04092,           0.0069057,             0.63819,             0.35189,             0.38536,             0.23762,            0.044825,             0.06179,           0.0079187,            0.008581,            0.008581,            0.008581
                  45,            0.043404,            0.040883,           0.0068595,             0.67268,             0.33787,             0.38252,             0.23512,            0.044748,            0.061786,           0.0079619,            0.008548,            0.008548,            0.008548
                  46,            0.043389,            0.040851,           0.0068448,             0.64215,             0.33117,             0.37769,             0.23185,            0.044713,            0.061802,           0.0080007,            0.008515,            0.008515,            0.008515
                  47,            0.043261,            0.040838,           0.0067346,               0.658,             0.32967,             0.38068,             0.23456,             0.04462,            0.061704,           0.0080355,            0.008482,            0.008482,            0.008482
                  48,            0.043105,            0.040647,           0.0065972,             0.65628,             0.34652,             0.38668,             0.23864,            0.044576,            0.061651,           0.0080786,            0.008449,            0.008449,            0.008449
                  49,            0.043062,            0.040561,           0.0066708,             0.61248,             0.35114,             0.38508,             0.23653,             0.04453,             0.06151,           0.0081202,            0.008416,            0.008416,            0.008416
                  50,            0.043101,            0.040559,           0.0066135,             0.66581,             0.32866,             0.38523,             0.23744,            0.044537,            0.061526,           0.0081648,            0.008383,            0.008383,            0.008383
                  51,            0.042877,            0.040387,           0.0064881,             0.66883,             0.32817,             0.38341,             0.23734,             0.04452,            0.061533,           0.0081693,             0.00835,             0.00835,             0.00835
                  52,            0.042909,            0.040421,           0.0064646,             0.65261,             0.33224,             0.38105,             0.23718,             0.04454,            0.061604,           0.0081516,            0.008317,            0.008317,            0.008317
                  53,            0.042778,            0.040336,           0.0063379,             0.63675,             0.34001,             0.38172,             0.23736,            0.044514,            0.061602,           0.0081623,            0.008284,            0.008284,            0.008284
                  54,            0.042754,            0.040201,           0.0063891,             0.64046,             0.33719,             0.38246,             0.23931,            0.044479,            0.061656,           0.0081644,            0.008251,            0.008251,            0.008251
                  55,            0.042609,              0.0401,           0.0062784,             0.65538,             0.33197,             0.38273,             0.23976,            0.044437,            0.061662,           0.0081572,            0.008218,            0.008218,            0.008218
                  56,            0.042527,            0.040009,            0.006188,             0.60275,             0.35233,             0.38146,             0.23767,            0.044401,            0.061625,           0.0081804,            0.008185,            0.008185,            0.008185
                  57,            0.042585,            0.039979,           0.0061337,             0.66658,             0.32614,             0.38078,             0.23848,            0.044378,            0.061591,           0.0082188,            0.008152,            0.008152,            0.008152
                  58,            0.042331,            0.039754,           0.0061444,             0.64111,             0.33163,             0.37944,             0.23844,            0.044367,            0.061571,           0.0082625,            0.008119,            0.008119,            0.008119
                  59,            0.042364,            0.039833,           0.0060382,             0.65399,             0.32905,             0.37722,             0.23876,            0.044356,            0.061566,           0.0082729,            0.008086,            0.008086,            0.008086
                  60,            0.042357,            0.039766,           0.0060444,              0.6538,             0.33288,             0.37614,             0.23812,            0.044338,            0.061568,           0.0083053,            0.008053,            0.008053,            0.008053
                  61,            0.042328,            0.039627,           0.0059467,              0.6513,             0.32692,              0.3775,             0.23927,            0.044328,            0.061577,           0.0083058,             0.00802,             0.00802,             0.00802
                  62,            0.042272,            0.039778,           0.0060542,             0.64622,             0.33005,             0.37741,             0.23818,             0.04433,            0.061593,           0.0082957,            0.007987,            0.007987,            0.007987
                  63,            0.042142,            0.039484,           0.0059222,             0.61999,              0.3444,             0.37921,             0.23872,            0.044325,            0.061601,           0.0083116,            0.007954,            0.007954,            0.007954
                  64,            0.042017,            0.039584,           0.0058957,             0.64215,             0.34351,             0.37919,             0.23872,            0.044322,            0.061607,            0.008315,            0.007921,            0.007921,            0.007921
                  65,             0.04202,            0.039498,           0.0058574,             0.65077,             0.34137,             0.37959,             0.23892,            0.044307,             0.06162,           0.0083297,            0.007888,            0.007888,            0.007888
                  66,             0.04188,            0.039272,           0.0056993,             0.64921,             0.34043,             0.37988,             0.23805,            0.044298,            0.061613,           0.0083392,            0.007855,            0.007855,            0.007855
                  67,            0.041812,            0.039262,           0.0057025,             0.65256,             0.33968,              0.3799,             0.23787,            0.044297,            0.061638,            0.008345,            0.007822,            0.007822,            0.007822
                  68,            0.041879,            0.039151,           0.0056863,             0.66343,             0.33526,             0.38102,             0.23906,            0.044288,            0.061632,           0.0083497,            0.007789,            0.007789,            0.007789
                  69,            0.041813,            0.039263,           0.0057056,             0.66337,             0.33624,             0.38205,             0.23977,            0.044283,            0.061632,           0.0083589,            0.007756,            0.007756,            0.007756
                  70,            0.041726,            0.039105,           0.0055593,             0.66293,             0.33572,             0.38179,             0.23998,            0.044272,            0.061636,           0.0083753,            0.007723,            0.007723,            0.007723
                  71,            0.041498,             0.03887,           0.0055043,             0.65909,             0.33515,              0.3817,             0.24036,            0.044266,            0.061647,           0.0083897,             0.00769,             0.00769,             0.00769
                  72,            0.041635,            0.038908,           0.0055741,             0.66331,             0.33198,             0.38183,             0.23985,            0.044261,             0.06166,           0.0084007,            0.007657,            0.007657,            0.007657
                  73,              0.0416,            0.039028,            0.005578,             0.65589,             0.33462,             0.38201,             0.23937,            0.044261,            0.061668,           0.0084077,            0.007624,            0.007624,            0.007624
                  74,            0.041436,            0.038923,           0.0054538,             0.64942,             0.33635,             0.38187,             0.24031,            0.044259,            0.061668,           0.0084077,            0.007591,            0.007591,            0.007591
                  75,             0.04141,            0.038755,            0.005387,             0.66557,             0.33116,             0.38165,             0.23998,            0.044253,            0.061678,           0.0084136,            0.007558,            0.007558,            0.007558
                  76,            0.041436,            0.038687,           0.0055108,             0.65622,             0.33449,             0.38195,             0.23966,            0.044253,            0.061688,           0.0084184,            0.007525,            0.007525,            0.007525
                  77,            0.041277,            0.038674,           0.0054073,             0.63917,             0.34081,             0.38191,             0.23971,            0.044249,            0.061697,           0.0084232,            0.007492,            0.007492,            0.007492
                  78,            0.041254,            0.038587,           0.0053137,             0.63567,             0.34322,             0.38017,             0.23979,            0.044244,            0.061706,           0.0084318,            0.007459,            0.007459,            0.007459
                  79,            0.041256,            0.038484,           0.0053229,             0.64307,             0.33698,             0.38033,             0.23989,            0.044248,            0.061732,           0.0084356,            0.007426,            0.007426,            0.007426
                  80,            0.041139,            0.038608,           0.0053046,             0.63546,             0.33885,             0.38005,             0.23982,            0.044256,            0.061748,            0.008443,            0.007393,            0.007393,            0.007393
                  81,             0.04113,            0.038503,           0.0052892,             0.64789,             0.33725,             0.38217,             0.24041,            0.044257,            0.061767,           0.0084455,             0.00736,             0.00736,             0.00736
                  82,            0.041092,            0.038294,           0.0052125,             0.65979,             0.33592,             0.38185,             0.23933,            0.044262,            0.061789,           0.0084486,            0.007327,            0.007327,            0.007327
                  83,            0.040973,            0.038263,           0.0052263,             0.66242,             0.33575,             0.38199,             0.23951,            0.044264,            0.061803,           0.0084544,            0.007294,            0.007294,            0.007294
                  84,            0.040932,            0.038314,           0.0051325,             0.65949,             0.33469,             0.38068,             0.23987,            0.044269,            0.061817,           0.0084589,            0.007261,            0.007261,            0.007261
                  85,            0.040999,            0.038274,           0.0051719,             0.66024,             0.33382,             0.38055,             0.23954,            0.044272,            0.061832,           0.0084588,            0.007228,            0.007228,            0.007228
                  86,            0.040895,            0.038218,           0.0051385,             0.64548,             0.33924,             0.38315,             0.24033,             0.04427,            0.061846,           0.0084628,            0.007195,            0.007195,            0.007195
                  87,            0.040871,            0.038225,           0.0051461,             0.64429,             0.33955,             0.38229,             0.24066,            0.044268,            0.061855,           0.0084678,            0.007162,            0.007162,            0.007162
                  88,            0.040819,            0.038159,           0.0051091,             0.63915,             0.34101,             0.38201,              0.2408,            0.044268,            0.061867,           0.0084706,            0.007129,            0.007129,            0.007129
                  89,            0.040785,            0.038125,           0.0049955,             0.63837,             0.34097,              0.3792,              0.2406,            0.044268,            0.061892,           0.0084739,            0.007096,            0.007096,            0.007096
                  90,            0.040611,            0.037894,           0.0049627,             0.63412,             0.34444,             0.37987,             0.24105,            0.044266,            0.061894,           0.0084788,            0.007063,            0.007063,            0.007063
                  91,            0.040538,            0.037919,           0.0049649,             0.63923,             0.34295,             0.38005,             0.24076,            0.044266,            0.061902,           0.0084826,             0.00703,             0.00703,             0.00703
                  92,            0.040613,            0.037825,           0.0049601,             0.63389,             0.34793,             0.38055,             0.24015,            0.044267,            0.061924,           0.0084863,            0.006997,            0.006997,            0.006997
                  93,            0.040539,            0.037813,            0.004963,             0.62948,              0.3503,             0.38142,             0.23977,            0.044261,            0.061936,           0.0084892,            0.006964,            0.006964,            0.006964
                  94,            0.040448,             0.03776,           0.0048912,             0.62322,             0.35498,             0.38188,             0.23996,            0.044258,            0.061946,            0.008494,            0.006931,            0.006931,            0.006931
                  95,            0.040381,            0.037766,            0.004872,             0.61887,             0.35446,             0.38316,             0.23993,            0.044258,            0.061969,           0.0084955,            0.006898,            0.006898,            0.006898
                  96,            0.040341,            0.037602,           0.0048611,             0.66259,             0.33198,             0.38165,             0.24006,            0.044261,            0.061975,           0.0085038,            0.006865,            0.006865,            0.006865
                  97,            0.040289,            0.037553,            0.004827,             0.66403,             0.32968,             0.38061,             0.24059,            0.044257,            0.061987,           0.0085125,            0.006832,            0.006832,            0.006832
                  98,            0.040356,            0.037672,           0.0048529,             0.61278,             0.35112,             0.38022,             0.24035,            0.044257,            0.061996,           0.0085183,            0.006799,            0.006799,            0.006799
                  99,            0.040328,            0.037541,           0.0048191,             0.61762,             0.35281,             0.38121,             0.23998,            0.044263,            0.062018,           0.0085235,            0.006766,            0.006766,            0.006766
                 100,             0.04012,            0.037349,           0.0047147,             0.62039,             0.35353,             0.38349,             0.24086,            0.044268,            0.062034,           0.0085299,            0.006733,            0.006733,            0.006733
                 101,            0.040166,            0.037463,           0.0047335,             0.62018,             0.35225,             0.38338,             0.24062,            0.044268,            0.062048,           0.0085369,              0.0067,              0.0067,              0.0067
                 102,            0.040205,            0.037371,           0.0047338,             0.61683,             0.35569,             0.38343,             0.24082,            0.044269,            0.062063,           0.0085418,            0.006667,            0.006667,            0.006667
                 103,            0.040038,            0.037244,            0.004719,             0.62108,             0.35573,             0.38298,             0.24078,            0.044266,            0.062074,           0.0085496,            0.006634,            0.006634,            0.006634
                 104,            0.040006,            0.037345,           0.0047571,             0.63223,              0.3502,             0.38265,             0.24078,            0.044268,            0.062095,           0.0085558,            0.006601,            0.006601,            0.006601
                 105,            0.040001,            0.037152,           0.0046541,             0.64098,             0.34483,              0.3827,             0.24085,            0.044271,            0.062106,            0.008563,            0.006568,            0.006568,            0.006568
                 106,            0.039967,            0.037316,           0.0046661,             0.67764,             0.33231,             0.38209,             0.24053,             0.04427,            0.062119,           0.0085697,            0.006535,            0.006535,            0.006535
                 107,            0.039901,            0.037169,           0.0046133,             0.66026,             0.33669,             0.38166,             0.24145,            0.044274,            0.062131,           0.0085731,            0.006502,            0.006502,            0.006502
                 108,             0.03991,            0.037193,           0.0045569,             0.66072,             0.33665,             0.38181,             0.24161,            0.044273,            0.062147,           0.0085755,            0.006469,            0.006469,            0.006469
                 109,            0.039814,            0.037069,           0.0046074,             0.65774,             0.34056,             0.38199,             0.24092,            0.044275,             0.06215,            0.008581,            0.006436,            0.006436,            0.006436
                 110,            0.039778,            0.037027,            0.004574,             0.65686,             0.34083,             0.38179,             0.24169,            0.044283,            0.062177,           0.0085875,            0.006403,            0.006403,            0.006403
                 111,            0.039692,            0.036953,           0.0045387,             0.65203,             0.34076,             0.38122,             0.24112,            0.044285,            0.062191,           0.0085966,             0.00637,             0.00637,             0.00637
                 112,            0.039813,            0.036982,            0.004614,             0.65602,             0.33973,             0.38075,             0.24086,            0.044286,            0.062201,            0.008607,            0.006337,            0.006337,            0.006337
                 113,            0.039666,            0.036931,           0.0044899,             0.65647,             0.33878,             0.38058,             0.24012,            0.044281,             0.06221,           0.0086109,            0.006304,            0.006304,            0.006304
                 114,            0.039626,            0.036771,           0.0045225,             0.75839,             0.33814,             0.38055,              0.2396,            0.044286,            0.062232,           0.0086198,            0.006271,            0.006271,            0.006271
                 115,            0.039593,            0.036708,           0.0044776,             0.76267,              0.3385,             0.38132,             0.24005,            0.044292,            0.062254,           0.0086247,            0.006238,            0.006238,            0.006238
                 116,            0.039514,            0.036785,           0.0044819,             0.75954,             0.33884,             0.38123,             0.24041,            0.044293,            0.062261,           0.0086334,            0.006205,            0.006205,            0.006205
                 117,            0.039448,            0.036591,           0.0044059,             0.66073,             0.33881,             0.38197,             0.24082,            0.044296,            0.062288,           0.0086417,            0.006172,            0.006172,            0.006172
                 118,            0.039448,            0.036612,           0.0044421,              0.6669,             0.33722,             0.38157,             0.24074,            0.044297,            0.062309,           0.0086535,            0.006139,            0.006139,            0.006139
                 119,            0.039324,            0.036584,           0.0043975,             0.65104,               0.341,             0.38179,             0.24075,            0.044297,            0.062325,           0.0086643,            0.006106,            0.006106,            0.006106
                 120,            0.039392,            0.036559,           0.0043679,             0.65109,             0.34108,             0.38129,             0.24034,            0.044299,            0.062339,            0.008672,            0.006073,            0.006073,            0.006073
                 121,            0.039269,            0.036452,           0.0043219,             0.65749,             0.33755,             0.38109,             0.24103,            0.044305,            0.062367,           0.0086769,             0.00604,             0.00604,             0.00604
                 122,            0.039313,            0.036552,           0.0043782,             0.76436,             0.33842,             0.38209,             0.24097,             0.04431,            0.062383,           0.0086853,            0.006007,            0.006007,            0.006007
                 123,            0.039226,            0.036391,           0.0042855,             0.63013,             0.35078,             0.38183,              0.2407,             0.04431,            0.062404,           0.0086955,            0.005974,            0.005974,            0.005974
                 124,            0.039263,            0.036315,           0.0043363,             0.77008,             0.33436,             0.38164,             0.24022,             0.04431,            0.062409,           0.0087046,            0.005941,            0.005941,            0.005941
                 125,            0.039086,            0.036212,           0.0042777,             0.74659,             0.34513,             0.38149,             0.23997,            0.044312,            0.062421,           0.0087155,            0.005908,            0.005908,            0.005908
                 126,              0.0391,            0.036304,             0.00429,             0.75325,             0.34294,             0.38154,             0.24082,            0.044319,            0.062445,           0.0087287,            0.005875,            0.005875,            0.005875
                 127,            0.039096,            0.036152,           0.0043142,             0.74134,             0.34627,             0.38184,             0.24076,            0.044321,            0.062464,           0.0087365,            0.005842,            0.005842,            0.005842
                 128,            0.038992,            0.036249,            0.004224,             0.73953,              0.3467,             0.38253,              0.2411,            0.044323,             0.06247,           0.0087441,            0.005809,            0.005809,            0.005809
                 129,            0.038966,            0.036038,           0.0042111,             0.75508,              0.3442,             0.38288,             0.24052,            0.044329,            0.062496,           0.0087553,            0.005776,            0.005776,            0.005776
                 130,            0.039041,            0.036201,           0.0042213,             0.75234,             0.34586,             0.38263,             0.24023,            0.044337,            0.062517,           0.0087701,            0.005743,            0.005743,            0.005743
                 131,            0.038934,            0.036121,           0.0041629,             0.75264,             0.34629,             0.38243,             0.24049,            0.044343,            0.062528,           0.0087839,             0.00571,             0.00571,             0.00571
                 132,            0.038831,             0.03598,           0.0041941,               0.754,             0.34603,             0.38196,             0.24046,            0.044355,            0.062555,           0.0087962,            0.005677,            0.005677,            0.005677
                 133,            0.038854,            0.035994,           0.0041335,             0.77503,             0.33559,             0.38149,             0.23979,            0.044359,            0.062576,           0.0088082,            0.005644,            0.005644,            0.005644
                 134,            0.038761,            0.035975,           0.0041641,             0.77789,             0.33707,             0.38162,             0.24034,            0.044363,            0.062598,           0.0088204,            0.005611,            0.005611,            0.005611
                 135,            0.038798,            0.035854,           0.0041361,             0.77921,             0.33884,             0.38238,             0.24022,            0.044371,            0.062616,           0.0088352,            0.005578,            0.005578,            0.005578
                 136,            0.038644,            0.035735,           0.0040588,             0.77758,             0.34036,             0.38232,             0.23985,            0.044378,            0.062634,           0.0088516,            0.005545,            0.005545,            0.005545
                 137,            0.038635,            0.035747,           0.0041559,             0.77524,             0.33915,             0.38181,             0.23931,            0.044381,            0.062657,           0.0088665,            0.005512,            0.005512,            0.005512
                 138,            0.038717,            0.035834,           0.0040706,             0.77305,             0.33873,             0.38122,             0.23909,            0.044388,            0.062678,           0.0088826,            0.005479,            0.005479,            0.005479
                 139,            0.038705,            0.035924,           0.0041482,             0.78186,              0.3349,             0.38104,             0.23903,            0.044393,            0.062694,           0.0088981,            0.005446,            0.005446,            0.005446
                 140,             0.03853,            0.035654,           0.0040547,             0.78468,             0.33495,             0.38112,             0.23906,            0.044395,            0.062719,           0.0089117,            0.005413,            0.005413,            0.005413
                 141,            0.038469,            0.035658,           0.0040459,             0.77414,             0.33803,             0.38205,             0.23925,            0.044401,            0.062738,           0.0089266,             0.00538,             0.00538,             0.00538
                 142,            0.038457,            0.035447,           0.0039925,               0.774,             0.33791,             0.38184,             0.23913,            0.044409,            0.062771,           0.0089397,            0.005347,            0.005347,            0.005347
                 143,            0.038404,            0.035606,           0.0040039,             0.67297,             0.34102,             0.38219,             0.23946,            0.044418,              0.0628,           0.0089577,            0.005314,            0.005314,            0.005314
                 144,            0.038366,            0.035571,           0.0039874,             0.67442,              0.3411,             0.38192,             0.23935,            0.044421,            0.062806,           0.0089711,            0.005281,            0.005281,            0.005281
                 145,            0.038309,            0.035561,           0.0039787,             0.67545,             0.34126,             0.38223,             0.24031,            0.044426,            0.062828,           0.0089816,            0.005248,            0.005248,            0.005248
                 146,            0.038401,            0.035475,           0.0039812,              0.6753,             0.34262,             0.38227,             0.24072,            0.044434,            0.062849,           0.0089962,            0.005215,            0.005215,            0.005215
                 147,            0.038248,            0.035412,           0.0039998,             0.67245,               0.343,             0.38237,             0.24016,            0.044445,            0.062885,           0.0090108,            0.005182,            0.005182,            0.005182
                 148,            0.038255,             0.03533,           0.0039385,               0.671,              0.3421,             0.38104,             0.23967,            0.044452,            0.062909,           0.0090251,            0.005149,            0.005149,            0.005149
                 149,            0.038202,            0.035243,            0.003947,             0.67217,             0.34222,              0.3811,             0.24007,             0.04446,            0.062923,           0.0090347,            0.005116,            0.005116,            0.005116
                 150,            0.038121,            0.035197,           0.0038646,             0.67036,              0.3428,             0.38082,             0.24009,            0.044471,            0.062954,           0.0090497,            0.005083,            0.005083,            0.005083
                 151,            0.038021,            0.035212,            0.003879,             0.66902,             0.34182,             0.37928,             0.24051,            0.044482,            0.062988,           0.0090655,             0.00505,             0.00505,             0.00505
                 152,            0.038024,            0.035123,            0.003858,             0.66809,              0.3415,             0.37917,             0.24068,            0.044491,            0.063012,           0.0090808,            0.005017,            0.005017,            0.005017
                 153,             0.03805,            0.035212,           0.0038281,             0.65221,             0.34864,             0.37871,             0.24035,            0.044497,             0.06304,           0.0090977,            0.004984,            0.004984,            0.004984
                 154,             0.03801,            0.035165,           0.0038294,             0.65124,             0.35113,             0.37975,             0.23997,            0.044503,            0.063063,           0.0091145,            0.004951,            0.004951,            0.004951
                 155,            0.037917,            0.034903,           0.0038373,             0.65193,             0.35078,             0.37954,             0.23929,            0.044508,            0.063083,           0.0091268,            0.004918,            0.004918,            0.004918
                 156,             0.03787,            0.035046,           0.0037752,             0.65073,             0.34957,              0.3789,             0.23967,            0.044515,            0.063124,           0.0091379,            0.004885,            0.004885,            0.004885
                 157,            0.037871,            0.034922,           0.0037913,             0.65459,             0.34501,             0.37868,              0.2392,             0.04452,            0.063155,           0.0091516,            0.004852,            0.004852,            0.004852
                 158,            0.037814,            0.034946,           0.0037839,             0.65312,             0.35218,             0.37834,              0.2389,            0.044523,            0.063185,           0.0091652,            0.004819,            0.004819,            0.004819
                 159,            0.037841,            0.034898,           0.0037768,             0.65175,              0.3505,             0.37831,             0.23951,            0.044525,            0.063205,             0.00918,            0.004786,            0.004786,            0.004786
                 160,            0.037704,            0.034916,           0.0038153,             0.65046,             0.35339,             0.37916,             0.23991,            0.044531,            0.063219,           0.0091973,            0.004753,            0.004753,            0.004753
